Tara,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,comp11,comp12,comp13,comp14,comp15,comp16
Afghanistan,-1.8399017981976862,-0.8765102163575221,0.08158284770965575,-0.9992176033790551,0.43386771255070866,1.4544247414531144,0.4741042084132871,0.09276159169995317,0.7051495923652,0.8599676941398592,-4.085303897230119,-0.04713106837793474,1.175351174783547,1.145965735153157,0.29367759149732414,1.6846254346436258
Albania,0.3865679175153874,-0.5201986204449645,-0.1296371462164948,-0.5903760709329926,0.013255058605779269,1.782085656568892,0.30974323568158046,1.1028847634968966,0.6995228890314101,0.06339170000679144,0.5482196879788218,-1.0337608241245928,-0.9104075534373419,0.8676861480074062,-0.5617176349009931,0.13716149228727179
Algeria,0.3704438435400094,-0.6612170570120716,0.5281683677529266,-0.041607018674947184,-0.2869162148754046,-0.20324014017104586,-0.07878970682787316,-1.151018596839394,-0.20794675476586433,0.22963035756549255,0.7535211814824437,-0.8650164962402257,0.6906392100411292,0.41677474390398717,-0.6072008035518732,-0.3922684404248344
Andorra,0.8028181927058695,-0.3118102101214341,0.04077037242518662,1.3347341430742563,-0.5301977411172553,-0.6592653905690374,-1.5277979893367997,-0.3031312596907762,0.10503170940846461,0.3076531981780239,0.645929518615367,-1.5453042923088478,0.7620753684902162,-1.9934001511170707,-0.08480569596953695,0.3624113374040642
Angola,-1.9992840987702054,-0.42816917655164227,-1.3048910015430533,-0.2578752728006744,0.3354021176873554,1.061163118958101,0.2974625340639694,-1.9009313707435607,-0.7054734128909905,1.8681443908655968,-0.6150452664009831,0.4149263619232616,0.7911097827404915,1.1756289656720997,0.22164695788663297,-0.14731106029974442
Antigua and Barbuda,0.5357621370857433,0.23828377525811448,0.003398456340779522,0.35405117556000737,-0.3828050333950156,0.3875220120417059,-0.882746142103607,1.7713898739408973,-0.5869804361089438,3.438730298750527,-1.0154316581342824,1.869992099847809,-0.9332223351307971,0.8468896428568983,0.4022475953393574,-0.09912831756870663
Argentina,0.9320091396155109,0.4568026858020218,-0.5876147951743669,0.36291317482798746,0.20900999026064784,-0.025056257653588442,0.005352660944181358,-0.37619830516050545,-0.34610549875109553,-0.3732862166052626,-0.3416592551443473,0.3426329463525741,0.16263921024556136,0.5818878976247625,0.9276213193887192,-0.0822323573496518
Armenia,0.3770178141778945,-0.39310810091023735,0.05007974372001684,-0.6448949227536425,-0.10179476568828597,1.2307871145980558,-0.3654144736837762,1.2542838565108534,0.5547022467298539,-0.6800912883088552,0.16947909186698315,-0.7040623182433856,-0.45769110037608,0.2962531770629947,0.9650352623906338,-2.2588114956523597
Australia,1.35383903940532,0.3587217967381779,-0.6249141432431095,0.3760649722418638,0.14305484790700365,-1.1463605818327025,-0.5087402691165399,-0.42164427664315135,-0.17062813892182377,-0.581811894688543,-0.2814497354190096,-0.09654242898013861,0.09278785584057582,0.1906607461569866,-0.717497857631983,-0.3973003547600142
Austria,1.2206579469436254,0.3478725763491198,-0.3934608819536871,0.3687517677137773,0.08463354653258857,-0.6281595319743538,0.00720709548009131,-0.09970207386641082,-0.06544392888574226,-0.11777657278256133,-0.4000797560331972,0.297018902640382,-0.19644176816410938,-0.05443855779722965,-0.2891406350268702,-0.11124673340929897
Azerbaijan,-0.03464966928112648,-0.9204144231784612,1.3544962965061074,-0.7812429004192661,-0.6735796813307405,1.636020696583986,0.11638030172587858,1.6818546011557673,0.1305659099388159,-0.3341494650936124,0.11477599590207314,-0.6703765239966738,0.505573662752307,-0.28997990154608505,0.5038982115006693,-0.6688944589294473
Bahamas,0.7183571556031859,0.6927013344894238,-0.5549436408540226,-0.8184365633636497,0.3256688467129824,-1.9952012291899257,-0.4488500096215994,-0.5377306478809178,-1.0525412315234957,-0.15974630530089093,-0.503689838597617,-0.12534871835349579,1.2398733539449458,0.17752371546686563,0.3765582316568158,-0.6456442889113757
