Tara,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,comp11,comp12,comp13,comp14,comp15,comp16
Cyprus,0.8592178958340848,0.00272234138195007,0.055410095095634646,0.000181192886780641,0.005321977242502699,0.0043908482036248515,0.059094068279142514,0.002150234522734918,0.007028631369486772,8.881696951189766e-06,5.436493178872654e-05,3.904844586351088e-06,0.0031805372661384366,0.0010579847504693736,0.00017678655363143712,2.5514049256345747e-07
Czech Republic,0.5848374112523016,0.023174423986690895,0.2740488124273317,0.023506839928411603,0.027051385496433468,7.625834115445877e-06,0.030913986795073217,0.02394490718171957,0.0013259480122101935,0.004912684466982646,0.004440620141217294,3.6458945424811655e-05,1.8139475783119795e-06,0.0017716870456184852,2.3025511014247055e-05,2.3690278763535948e-06
Democratic People's Republic of Korea,0.0005454913474495623,0.18691247519340884,0.4639318950593599,0.0024604399953105935,0.09493110330161626,0.013710728315741858,0.08343936455997325,0.07245564224973729,0.0002275605726186538,0.012283081822385732,0.02286619283470505,0.011823677513790617,0.03227558964268912,0.0018391364584574555,0.00029748786890572025,1.332638501723619e-07
Democratic Republic of the Congo,0.8278733765188563,0.006853327306973671,0.06428311662783368,4.828998085002403e-05,0.0014648578901668085,1.0960200683188015e-06,0.019708133350081335,0.04518559744863263,0.0008120883090473944,0.010980125844175384,0.01615061666444023,0.005026073987732572,2.906400397427843e-05,0.0010556953244496528,0.0005285402594405094,4.6327720588100395e-10
Denmark,0.7318653286972447,0.030506367250414976,0.0557005829411806,0.08535999619241391,0.007132087927019597,0.051226395556658255,0.015558728373255275,0.003672122974413218,0.00013791781697867952,0.011370460145219046,0.0021901286986548154,0.0035427740353161,0.0011992835979503218,0.0002146058127920316,0.0003232172166802787,2.763808114497659e-09
Djibouti,0.544787256488877,0.000534151695724511,0.08328398160780856,0.005158573881605911,0.006529605900886576,0.002216902277186683,0.029407815800001368,0.020676610489918965,0.15481869327757866,0.0331251512455559,0.000647552174172937,0.11825647820011763,0.00045038015883253486,1.2740741574803824e-05,9.313184741716845e-05,9.74212740588747e-07
Dominica,0.4057130466896456,0.026933805116614886,0.000993740964489313,0.10438280156319421,0.003228803366213471,0.14473002587768966,0.2529533482780357,0.0166308165494977,2.5086322813333566e-05,0.030985162675621736,0.00628946485410457,0.005023327859676353,0.0009352848359238054,0.00012205409014098157,0.0010517283275176261,1.5026288210152725e-06
Dominican Republic,0.22032937231921712,0.021049189887574926,0.22273764345973462,0.0011369058851785792,0.02110425011007907,0.3564694175446993,0.031171113629678206,0.001914632437454847,0.0019461283730000047,0.0012949472899264328,0.053981940636764585,0.0500196131839632,2.342226456497726e-06,0.010000795368227145,0.006814301733081065,2.740591496442376e-05
Ecuador,0.35193226143817924,2.2857863263222812e-05,0.008435649107176339,0.03675461816312686,0.00407993278847632,0.04484122714456045,0.04822158935440589,0.34730290328506946,0.04439533646933027,0.012380761095316647,0.0829693092107828,3.029591932040975e-07,0.000245294279557343,0.017927428345417346,0.0004894258773945315,1.1026187500894239e-06
Egypt,0.030643730088672032,0.1948349866072403,0.5144490133175283,0.08722186417353629,0.03771993375024768,0.026482090257387923,0.021994675365141346,0.07316086860821473,0.003893158079672607,0.001899484775107044,0.0009342755131607512,0.004893853484409553,0.0015870942739014799,1.7642136145206855e-05,0.000267298182715316,3.138691935789773e-08
El Salvador,0.07987068642729783,0.029882110169523253,0.11985425941228284,0.003972914755602344,0.037640490198057173,0.015791993327069168,0.03008240822986457,0.27959151757019834,0.22853304515157602,0.07845545275995357,0.0439736550877237,0.002165361377524169,0.010549682424363374,0.027892136679207508,0.011725478529633342,1.8807900122771056e-05
Equatorial Guinea,0.7490609366891293,0.007132148478189144,0.0706400911231334,0.06675626399757417,0.0028179525631555177,0.04018296432168273,0.022489972542619998,0.007486707034587017,0.010157124118780324,0.0006685675329199626,0.015387023210681734,0.003931688623850945,0.00010670045547000745,0.00198292616360991,0.001198469575751363,4.635688644840969e-07
Eritrea,0.5815157916979246,0.09581192486582765,0.0007764481053020516,0.03884579863549343,0.05671065921300495,0.017317431956905147,0.019387447882245293,0.05245931792912891,0.012802414391986568,0.026456733531691083,0.029420538470159272,0.05631329058073254,0.0043403750734742445,0.003085649844290735,0.004661412656831438,9.476516500206059e-05
Estonia,0.1559605236969127,0.0240846569433777,0.3043594609674526,0.3278960872560224,0.0838223287511316,0.05276809843322933,0.01630052185823516,0.008387385442117097,0.0004999706940219812,0.016829772936238174,0.00019832527239904495,0.00018974234502399818,0.006656313350051544,0.0009348250188118054,0.0010858065305958124,2.618050437900831e-05
Ethiopia,0.8835688496777081,0.007769803381314609,0.0013866348712011944,0.007555523702962859,0.004777985201124972,0.017127908022522335,0.016425335493947757,0.00888367697660634,0.01582433133031305,0.0026701429223451767,0.011747662854103872,0.002820718325768614,0.008911057101859323,0.007465862997093888,0.003064140502043231,3.666390845510941e-07
Fiji,0.06334269631066905,0.056496764997762274,0.4885688727084762,0.09084792701218075,0.07342601524048543,0.0004541890741556028,0.02807543679714445,0.041764604237278846,0.07120355673179954,0.024405463390491274,0.04793213303250196,0.00033781530074296004,0.007431848006535992,0.0013074343860005248,0.004381609796184782,2.3632977590404e-05
Finland,0.9173020346843394,0.007485786307586674,0.0023771572303392537,0.014836871275782369,2.5960966355767614e-08,0.024810644782162317,0.006100407712164451,0.011731797462569412,0.0022323493114359077,0.005933952894227445,4.918625112144998e-06,0.002896577966021324,0.00044444653500096023,0.0035342707829902633,0.0003086563884351243,1.0208086670459704e-07
France,0.8342962711651235,0.025973665692136952,0.05335220989767153,0.039676414144527175,0.0014997059381065623,0.013120480222860557,0.013193329967339544,0.008725263268156034,0.004503563338325869,0.0008421928441833561,0.001322357434889464,0.0006795799714007879,0.0016076090176986965,0.00120662888981147,5.546646688111357e-07,1.7354309967541292e-07
Gabon,0.40311552591676164,0.004602912617179589,0.0964906137906352,0.2024551589094047,0.009660303214694039,0.05354526268937285,0.0450472283769989,0.1219227957174988,0.023755709775917993,0.0016554915021248671,0.02628354820917038,1.3292517012911005e-05,0.010235504689186497,0.0011251213885308986,7.69958253346432e-05,1.4534860176184458e-05
Gambia,0.42152563451270036,0.027064624858929354,0.06458240324534585,0.1380056575066682,0.02653415880470123,0.032321459580145505,0.046428685900848074,0.09829665170038897,0.009188336049312419,0.030045419168267418,0.09011031486893295,0.007890013865341081,0.007655513642656876,0.0003491647562833207,1.8201826220216286e-06,1.4135685644366516e-07
Georgia,0.1383177425075024,0.13034003370104413,0.4041668688016312,0.04026116512696591,0.045857533783131656,0.0796092832747914,0.04197575448495639,0.07506352481147095,0.021261635292892055,0.0014778197878979817,0.0021122095572413636,0.0008795362875165819,0.0016038883206932588,0.016766083462625998,0.0002745829041668051,3.233789547193912e-05
Germany,0.8985652109873853,0.016550712019901992,0.019749849921901066,0.03578600107665436,1.427699863703416e-05,0.0006356163938567109,0.00670710941536649,0.005146252597523989,4.517596921691299e-06,0.005697616105421284,0.004404508388007099,0.0035438230798154123,0.001547022113933897,0.0008720276963937314,0.0007754277592027041,2.7849077238371077e-08
Ghana,0.4095004310859698,0.009443694070991073,0.04321886859550965,0.13711836218006687,0.03424050108196456,0.09713642022169851,0.019755683839426854,0.1531760750448706,0.007619995986626063,0.009302273683565223,0.07108060680865406,0.0007380323470610251,0.007390388923562539,0.00018997528710896312,8.765945571222952e-05,1.0313872121026906e-06
Greece,0.9370128342024653,0.0063330089313363685,0.0028008924195838916,0.029028519956434018,6.804708212313457e-05,0.003918175203103234,0.013085297269601334,0.0003572428470192018,0.004056501542965572,0.0012315862673113616,4.273312328892016e-05,0.0003104724624016858,0.00027818466952218054,0.0010189931886789734,0.00045671622188536633,7.946122793754119e-07
Grenada,0.05390758784494984,0.057195526311717405,0.23437033760574552,0.006417453347789714,0.018601270770277685,0.3236054098424851,0.005610196792000264,0.17607418973299027,0.014712707922844263,0.015307911568783389,0.06133777124494853,1.837058174459204e-05,0.013957101362036347,0.009017374669910365,0.009866777673324284,1.272845249095274e-08
Guatemala,8.194112365732415e-05,0.011468696087417749,0.24095447518798274,0.04063334591295988,0.05924337811158461,0.006353383310274674,0.022681916180052362,0.2471603734806937,0.23428595272859762,0.0837325228996425,0.016344606528483026,0.00016270530699944092,0.019879433695119356,0.010807495920603491,0.00620374541885355,6.028107077906526e-06
Guinea,0.7566297159977085,0.05574804178445617,0.0670081337174083,0.0776018753205456,0.0096665060454193,0.008855580982908152,0.012718325847496915,0.0068723446838640815,0.0002565839183177728,2.5165922755952077e-06,0.0023107362067941056,0.0016179906539073407,7.57098069800989e-05,0.0005715248378509866,6.377722126850586e-05,6.363827987212471e-07
Guinea-Bissau,0.8669485936387313,0.02783600457180787,0.032082210519306986,0.018624971074034942,0.009235113215299585,0.00043487322347429046,0.00026317196809499916,0.009880416165393254,0.02849115351690993,2.859887482732331e-05,0.002976404777680696,0.0008350471752151842,3.7043901452730175e-05,2.0949621664214283e-05,0.002304863626465263,5.841296414781719e-07
Guyana,0.13053764798788375,0.00042091037744786293,0.17761703000214588,0.3028006012899087,0.006448253009331587,0.03209153685110496,0.005112771297176161,0.00055838526835803,0.07376539553295694,0.01677004809920339,0.013511335900999379,0.03449182061222312,0.20542617924920414,0.0001282173759937123,0.0002597874722542746,6.007967380799987e-05
Haiti,0.39461241047933626,0.01008452283057624,0.36935378692513054,1.0363707739466757e-07,0.018744791063994324,0.029626651142961796,0.12598503492739155,0.0014943857888921608,0.00392152733692656,0.0020848599649950046,0.0012157768503802627,0.014906159830151955,0.006746232010179899,0.0058219488241163945,0.01540180735641193,1.0314778332564243e-09
Honduras,0.055772353197111005,0.016632000319162423,0.058787846422872395,0.010301881735103546,0.015470650005664032,0.30388422356575046,0.18631522304686599,0.0001470012648780327,0.09372583043765759,0.012739198638893784,0.03141382399377154,0.17303531437763423,0.011903445009864129,0.005456504504119215,0.024399644956600665,1.5058524051071388e-05
Hungary,0.3033530216767515,0.062001600167085225,0.292966029504069,0.003051473902036443,0.035449497333069145,0.23771325142468233,0.005394736343997563,0.028954151642751638,0.00020177864052928101,0.0008880876917599534,0.01724895928372119,0.0028167872195067464,0.0015061287926890206,0.006035012850011512,0.0024194831413568586,3.859825133927674e-10
Iceland,0.8826841120648858,0.01310267236633206,0.005021925363232771,0.08776839935824547,6.942406609413825e-05,0.0012334784220534663,0.002150996174248277,0.001438231466868377,1.5245872378712465e-05,0.0014877790185542667,0.0006147044754412116,0.0004409585282809547,0.0012201171562512174,0.0006381552810436682,0.0021137419945214866,5.839156817565514e-08
India,0.021501868841957972,0.0779226203300447,0.09964527449957924,0.032616444134180106,0.7562618049275824,0.0034191136542338087,0.0038007537336549905,0.0030660180526864266,0.0009751019748030439,0.00023244254159138493,0.00010185993176893126,1.813246066543612e-05,0.0003625240708210709,5.847320976321327e-05,1.7567584848458396e-05,5.1818702076255476e-11
Indonesia,0.2231847551403468,0.12345711735882682,0.01652680391268582,0.056265709829824956,0.019488798608403798,0.00272313364523494,0.08193452342781181,0.1333876062216019,0.23992273596995442,9.523297300809437e-05,0.06497776306785606,9.350864336301861e-07,0.026935526235185313,0.0021597488500815615,0.008929415368722575,1.0194304021446082e-05
Iran (Islamic Republic of),0.22073373108016975,0.0006212838567887672,0.061287000355676205,0.37330916388138197,0.04696185553048921,0.0347285169788458,0.16007452522112958,0.040639809852035566,0.0009792709782384635,0.028260171928820854,0.0069453867022127415,0.007870084457990237,0.0005965872632486748,0.01689906090188867,7.886993121868767e-05,1.4681079864969143e-05
Iraq,0.008048066265069721,0.21864308848237432,0.009533535598407243,0.3034644819094355,0.0005720058377351601,0.036038500333842066,0.10481503602594189,0.08458048188492151,9.945434141689209e-05,0.0032793392648379667,0.13180678068298046,0.02355533124282382,0.028914844730065316,0.045107487174090945,0.001540519673386656,1.046552670731319e-06
Ireland,0.769625277532513,0.014027055658787865,0.010798004306502726,0.13861781325575917,1.817989743311954e-05,0.041256648309601664,0.0085612747502515,0.00019083314335546623,0.0031050583297886035,0.006067763733554145,0.004907042179879222,0.001320354702175676,0.0003633031550766964,0.0005236515304554293,0.0006153464430894077,2.3930717764175814e-06
Israel,0.875686909122038,0.016389099320866886,0.006418723688376288,0.0787482808516784,0.0007206081221362543,0.0036399250582107964,0.005267247628000531,0.0010191717224930464,0.0016577050812946468,0.005424134666830844,0.001737420665633446,0.0024919415077153863,0.0007640456363101006,2.5979186752780937e-05,8.390700392304708e-06,4.170412704083226e-07
Italy,0.8695845395704135,0.011187198763683076,0.0005453226946670637,0.1020897095082089,0.0006405404013370758,0.0052799448526565365,0.004145872249539957,0.0005946209729947808,0.00012966555234731106,0.0011043246126033858,0.0005243912750468504,0.00046505986535552523,0.00014339169195896,0.0024533626704831427,0.0011118794722151585,1.758464889119797e-07
Jamaica,0.4558936562782515,0.007643462191144776,0.024930956992701703,0.08131555304685126,0.013167450535308314,0.22081070919093998,0.025299927036764654,0.058746913225306105,0.0020540647409932992,0.0010630404813050925,0.006226846597879848,0.1007706353223662,0.000541077611096716,2.269428733240858e-05,0.0015126330732646973,3.7938849344483936e-07
Japan,0.7352225029876557,0.004983438081643807,0.026596989828142306,0.0030462064886872826,4.6967724434143606e-05,0.131734999144725,0.08228296089516604,0.0034473093844178022,0.001027421918446099,0.00044307061877404546,1.9073820671188967e-05,0.0032283307048641867,0.003594171626414243,0.0018283716629135102,0.0024969520180927697,1.2330949518655918e-06
